Federal School ID,Entity Type,Street Address,Year Round Yes/No,Public Yes/No,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email,Virtual Instruction Type,School,Street City
No Data,K-12 Schools (Private),23915 Gilford Pl.,N,N,Diane Brooks,No Data,No Data,brooks3rf@sbcglobal.net,No Data,Lighthouse Christian Academy,Valencia
No Data,K-12 Schools (Private),Information Redacted,N,N,Dennis Malloy,No Data,No Data,No Data,No Data,Crystal Creek School,Valencia
No Data,K-12 Schools (Private),Information Redacted,N,N,Richard Sveiven,No Data,No Data,No Data,No Data,Masters Academy,Valencia
06981,Elementary Schools (Public),"41625 North 170th St., East",N,Y,German Flores,(661) 264-2118,No Data,jstowers@wilsona.k12.ca.us,Not Virtual,Wilsona Elementary,Lancaster
09208,Intermediate/Middle Schools (Public),"41725 North 170th St., East",N,Y,Donnell Mayberry,(661) 264-1790,No Data,dmayberry@wilsona.k12.ca.us,Not Virtual,Challenger Middle,Lancaster
09209,Elementary Schools (Public),18020 East Avenue O,N,Y,German Flores,(661) 264-1155,3001,gflores@wilsona.k12.ca.us,Not Virtual,Vista San Gabriel Elementary,Palmdale
10537,District Community Day Schools,"41725 North 170th St., East",N,Y,Suzanne Grisoom,No Data,No Data,sgrissom@wilsona.k12.ca.us,Not Virtual,Wilsona Achievement Academy,Lancaster
No Data,K-12 Schools (Private),Information Redacted,N,N,Mary Jacobs,No Data,No Data,mbmnjacobs76@yahoo.com,No Data,Jacobs Family Homeschool,lancaster
No Data,K-12 Schools (Private),Information Redacted,N,N,Jacquelin Weathers,No Data,No Data,No Data,No Data,Monument Christian,Palmdale
No Data,Elementary Schools (Public),13522 S. Isis Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Don M. Smith Elementary,Hawthorne
No Data,Elementary Schools (Public),12501 S. Isis Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Sepulveda Elementary,Hawthorne
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,PREPARATORY EDUCATION 2000,Hawthorne
12119,K-12 Schools (Public),225 South Santa Fe Ave.,N,Y,Obed Nartey,(310) 605-2510,No Data,o.nartey@lifelinecharterschool.com,Not Virtual,Lifeline Education Charter,Compton
12404,Elementary Schools (Public),13305 South San Pedro St.,N,Y,William Toomey,(888) 660-6736,No Data,wtoomey@ingeniumschools.org,Not Virtual,Barack Obama Charter,Los Angeles
No Data,High Schools (Private),302 North Long Beach Blvd.,N,N,Kimberly Johnson-Thomas,No Data,No Data,Kjohnsonthomas@epiphanynps.org,No Data,Epiphany Academy,Compton
11336,Elementary Schools (Public),4476 Crenshaw Blvd.,N,Y,Jeanette Parker,(323) 293-9823,No Data,drjeanetteparker@todaysfreshstart.org,Not Virtual,Today's Fresh Start-Compton,Los Angeles
13944,High Schools (Public),2601 North Wilmington Ave.,N,Y,Pamela Maddox,(310) 604-2706,42703,pmaddox@compton.k12.ca.us,Primarily Classroom,Compton Early College High,Compton
13946,Intermediate/Middle Schools (Public),"2300 West Caldwell St., Bldg. A",N,Y,Fredricka Brown,(310) 898-6340,No Data,fbrown@compton.k12.ca.us,Primarily Classroom,Compton Middle Opportunity,Compton
12925,Elementary Schools (Public),310 East El Segundo Blvd.,N,Y,Jenny Kim,No Data,No Data,jkim@isanaacademies.org,Not Virtual,ISANA Achernar Academy,Compton
14249,Intermediate/Middle Schools (Public),13305 South San Pedro St.,N,Y,William Toomey,(888) 660-6736,No Data,wtoomey@ingeniumschools.org,Not Virtual,Ingenium Clarion Charter Middle,Los Angeles
14317,K-12 Schools (Public),400 South Santa Fe Ave.,N,Y,Katy Allamong,(323) 880-4669,No Data,kallamong@ingeniumschools.org,Primarily Virtual,Ingenium Wings Independent Study - Compton,Compton
14242,Elementary Schools (Public),1650 West 134th St.,N,Y,Christine Gaston,(323) 351-5955,No Data,cgaston@kippsocal.org,Not Virtual,KIPP Compton Community,Compton
14269,K-12 Schools (Public),13305 South San Pedro St.,Y,Y,Chaleese Norman,(323) 565-1600,No Data,cmp.cde@greendot.org,Not Virtual,Animo Compton Charter,Los Angeles
14520,Special Education Schools (Public),417 West Alondra Blvd.,N,Y,Frank Sifuentes,No Data,No Data,fsifuentes@compton.k12.ca.us,Primarily Classroom,Compton STEP,Compton
14655,Alternative Schools of Choice,2300 West Caldwell St.,N,Y,Shannon Soto,(310) 639-4321,No Data,ssoto@compton.k12.ca.us,Exclusively Virtual,Compton Virtual Academy,Compton
00975,High Schools (Public),2606 North Central Ave.,N,Y,Bobby Walker,(310) 635-2715,42810,bwalker@compton.k12.ca.us,Primarily Classroom,Centennial High,Compton
13607,Adult Education Centers,1104 East 148th St.,N,Y,Doi Johnson,(310) 639-4321,55761,dojohnson@compton.k12.ca.us,Primarily Classroom,Compton Adult,Compton
No Data,Continuation High Schools,No Data,N,Y,No Data,No Data,No Data,No Data,No Data,Compton Continuation H S (Defu,No Data
00976,High Schools (Public),1200 East Alondra Blvd.,N,Y,Larry Natividad,No Data,No Data,lnatividad@compton.k12.ca.us,Primarily Classroom,Compton High,Compton
00978,High Schools (Public),15301 South San Jose Ave.,N,Y,Caleb Oliver,(562) 630-0142,42800,coliver@compton.k12.ca.us,Primarily Classroom,Manuel Dominguez High,Compton
No Data,Adult Education Centers,1104 West 148th St.,N,Y,Saundra Bishop,No Data,No Data,sbishop@compton.k12.ca.us,No Data,Edward G. Chester Adult Center,Compton
No Data,Continuation High Schools,12501 S. Wilmington Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Tubman High,Los Angeles
No Data,Alternative Schools of Choice,1104 E. 148Th St.,N,Y,No Data,No Data,No Data,No Data,No Data,Compton Unified Alternative/Opportunity,Compton
No Data,Continuation High Schools,900 W. Greenleaf Dr.,N,Y,Elizabeth Norwood,No Data,No Data,No Data,No Data,Transition Continuation High,Compton
02220,Continuation High Schools,15301 San Jose Ave.,N,Y,Mario Marcos,No Data,No Data,mmarcos@compton.k12.ca.us,Primarily Classroom,Cesar Chavez Continuation High,Compton
02223,Continuation High Schools,12501 North Wilmington,N,Y,Laura Henry,No Data,No Data,lhenry@compton.k12.ca.us,Partially Virtual,Harriet Tubman High,Compton
07148,District Community Day Schools,2300 West Caldwell St.,N,Y,Rigoberto Roman,(310) 639-4321,No Data,rroman@compton.k12.ca.us,Primarily Classroom,Compton Community Day High,Compton
07149,K-12 Schools (Public),15301 San Jose Ave.,N,Y,Mario Marcos,No Data,No Data,mmarcos@compton.k12.ca.us,Primarily Classroom,Thurgood Marshall,Compton
00972,Elementary Schools (Public),2505 West 156th St.,N,Y,Aisha Provost,No Data,No Data,aprovost@compton.k12.ca.us,Not Virtual,Bursch Elementary,Compton
00973,Elementary Schools (Public),2300 West Caldwell St.,N,Y,Fredricka Brown,(310) 898-6140,46730,fbrown@compton.k12.ca.us,No Data,Caldwell Street Elementary,Compton
00977,Elementary Schools (Public),905 North Aranbe St.,N,Y,Ikoko Mikle,No Data,No Data,imikle@compton.k12.ca.us,Primarily Classroom,Dickison Elementary,Compton
00979,Elementary Schools (Public),1450 West El Segundo Ave.,N,Y,Edrian Williams-Walker,No Data,No Data,edwalker@compton.k12.ca.us,Primarily Classroom,Ronald E. McNair Elementary,Compton
00980,Elementary Schools (Public),1011 East Caldwell St.,N,Y,Lakisha Moore,(310) 898-6170,54201,lmoore@compton.k12.ca.us,Primarily Classroom,Emerson Elementary,Compton
00982,Elementary Schools (Public),1620 North Pannes St.,N,Y,Cecelia McDuffie,No Data,No Data,cmcduffie@compton.k12.ca.us,Primarily Classroom,Foster Elementary,Compton
00983,Elementary Schools (Public),2508 East 133rd St.,N,Y,Emily Dominguez,(310) 898-6190,No Data,edominguez@compton.k12.ca.us,Primarily Classroom,Jefferson Elementary,Compton
00984,Elementary Schools (Public),2320 East Alondra Blvd.,N,Y,Kevin Curry,(310) 898-6410,46760,kcurry@compton.k12.ca.us,Primarily Classroom,Kelly Elementary,Compton
00985,Elementary Schools (Public),1305 South Oleander St.,N,Y,Megan Duesler,No Data,No Data,mduesler@compton.k12.ca.us,Primarily Classroom,Robert F. Kennedy Elementary,Compton
00987,Elementary Schools (Public),1321 West Laurel St.,N,Y,Rachel Collins,No Data,No Data,rcollins@compton.k12.ca.us,Primarily Classroom,Laurel Street Elementary,Compton
No Data,Elementary Schools (Public),704 S. Tamarind Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Lincoln Elementary,Compton
00989,Elementary Schools (Public),1101 South Dwight St.,N,Y,Amanda Sobremesana,(310) 639-4321,46785,asobremesana@compton.k12.ca.us,Primarily Classroom,Longfellow Elementary,Compton
00990,Elementary Schools (Public),915 North Mayo Ave.,N,Y,Fleming Robinson,(310) 898-6310,46790,flrobinson@compton.k12.ca.us,Primarily Classroom,Mayo Elementary,Compton
No Data,Special Education Schools (Public),1420 N. McKinley Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Riles (Wilson C.) (MH),Los Angeles
No Data,Elementary Schools (Public),401 S. Colin Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Park Village Elem.,Compton
00993,Elementary Schools (Public),700 North Bradfield Ave.,N,Y,Rayjanette Condley,(310) 898-6350,No Data,rcondley@compton.k12.ca.us,Primarily Classroom,Roosevelt Elementary,Compton
00995,Elementary Schools (Public),1301 North Acacia Ave.,N,Y,Tamara Carter,(310) 898-6360,No Data,tcarter@compton.k12.ca.us,Primarily Classroom,Rosecrans Elementary,Compton
00996,Elementary Schools (Public),1400 West Poplar St.,N,Y,TaJuana Cabaong,(310) 898-6370,42880,tcabaong@compton.k12.ca.us,Primarily Classroom,Tibby Elementary,Compton
01001,Elementary Schools (Public),1421 North Wilmington Ave.,N,Y,Alicia Weyeneth,(310) 898-6390,42875,aweyeneth@compton.k12.ca.us,Primarily Classroom,Washington Elementary,Compton
07154,Elementary Schools (Public),310 East El Segundo Blvd.,N,Y,Mario Marcos,(310) 898-6434,42870,mmarcos@compton.k12.ca.us,No Data,Frances Willard Elementary,Compton
No Data,Elementary Schools (Public),13024 Salinas Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Twain (Mark) Elementary,Los Angeles
00991,Elementary Schools (Public),14431 Stanford Ave.,N,Y,Monique Pugh,(310) 898-6320,46795,mpugh@compton.k12.ca.us,Primarily Classroom,McKinley Elementary,Compton
00970,Elementary Schools (Public),16223 South Haskins Ln.,N,Y,Tonjuana McKinney,(310) 898-6120,No Data,tmckinney@compton.k12.ca.us,Primarily Classroom,Ralph Bunche Elementary,Carson
00969,Elementary Schools (Public),2210 East 130th St.,N,Y,Mariana Godinez,(310) 639-4321,46719,mgodinez@compton.k12.ca.us,Not Virtual,Anderson Elementary,Compton
00974,Elementary Schools (Public),1425 East 120th St.,N,Y,Francisca Owoaje,No Data,No Data,fowoaje@compton.k12.ca.us,Not Virtual,Carver Elementary,Los Angeles
No Data,Elementary Schools (Public),12501 S. Wilmington Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Riles (Wilson C.) Elementary,Compton
00988,Elementary Schools (Public),1667 East 118th St.,N,Y,Emma Den Hartog,(310) 898-6450,46780,edenhartog@compton.k12.ca.us,Primarily Classroom,Lincoln Elementary,Los Angeles
00986,Elementary Schools (Public),2270 East 122nd St.,N,Y,Alicia Jackson Weston,(310) 898-6430,46770,ajackson@compton.k12.ca.us,Primarily Classroom,Martin Luther King Elementary,Compton
00971,Intermediate/Middle Schools (Public),12338 Mona Blvd.,N,Y,La Trece Polk,(310) 898-6010,42865,lpolk@compton.k12.ca.us,Primarily Classroom,Bunche Middle,Compton
04608,Intermediate/Middle Schools (Public),2600 West Compton Blvd.,N,Y,Deron Johnson,No Data,No Data,derjohnson@compton.k12.ca.us,Primarily Classroom,Enterprise Middle,Compton
00999,Intermediate/Middle Schools (Public),13305 South San Pedro St.,N,Y,Doi Johnson,(310) 639-4321,42845,dojohnson@compton.k12.ca.us,Primarily Classroom,Vanguard Learning Center,Los Angeles
01002,Intermediate/Middle Schools (Public),14401 South Gibson Ave.,N,Y,Ronald Keaton,(310) 639-4321,42835,rkeaton@compton.k12.ca.us,Primarily Classroom,Whaley Middle,Compton
01003,Intermediate/Middle Schools (Public),2601 North Wilmington Ave.,N,Y,Pamela Maddox,(310) 604-2706,42703,pmaddox@compton.k12.ca.us,Primarily Classroom,Willowbrook Middle,Compton
00994,Intermediate/Middle Schools (Public),1200 East Alondra Blvd.,N,Y,Rigoberto Roman,No Data,No Data,rroman@compton.k12.ca.us,Primarily Classroom,Roosevelt Middle,Compton
01000,Intermediate/Middle Schools (Public),900 West Greenleaf Ave.,N,Y,Ariana Kirk,No Data,No Data,akirk@compton.k12.ca.us,Primarily Classroom,Walton Middle,Compton
07272,Intermediate/Middle Schools (Public),621 West Poplar St.,N,Y,Carol Hsini,No Data,No Data,chsini@compton.k12.ca.us,Primarily Classroom,Davis Middle,Compton
No Data,Elementary Schools (Public),12501 North Wilmington Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Riles (Wilson C.) Elementary,Compton
No Data,Elementary Schools (Public),901 E. Franke St.,N,Y,No Data,No Data,No Data,No Data,No Data,Stevenson Village Elementary,Carson
07158,District Community Day Schools,2300 West Caldwell St.,N,Y,Rigoberto Roman,(310) 639-4321,No Data,rroman@compton.k12.ca.us,Primarily Classroom,Compton Community Day Middle,Compton
11323,Elementary Schools (Public),6500 Compton Blvd.,N,Y,Susana Miranda,No Data,No Data,smiranda@compton.k12.ca.us,Not Virtual,"Clinton, William Jefferson",Compton
No Data,High Schools (Private),Information Redacted,N,N,Fred Martin,No Data,No Data,fmartin@comptonperformingarts.org,No Data,Compton Performing Arts Academy,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Lakenya Hill,No Data,No Data,No Data,No Data,New Images Youth Foundation,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Christopher Bazyouros,No Data,No Data,stalbertms@aol.com,No Data,St. Albert the Great Middle School,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Gary Daniels,No Data,No Data,garydaniels@wilmingtoncovevillage.online,No Data,Wilmington Cove Village Open School,Long Beach
No Data,Ungraded Schools (Private),Information Redacted,N,N,Gary Daniels,No Data,No Data,garydaniels@krazyaboutkids.org,No Data,New Berea Open School,Compton
No Data,K-12 Schools (Private),Information Redacted,N,N,Brandon Muhammad,No Data,No Data,No Data,No Data,Muhammad University of Islam,Compton
No Data,K-12 Schools (Private),Information Redacted,N,N,Bea Yharbrough,No Data,No Data,No Data,No Data,Abbah's Children,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Sokcheara Razo,No Data,No Data,No Data,No Data,Juniorversity,Compton
No Data,Elementary School (Private),Information Redacted,N,N,John Tait,No Data,No Data,No Data,No Data,"Children ""R"" Us",Compton
No Data,Kindergartens (Private),Information Redacted,N,N,Deborah Ervin,No Data,No Data,No Data,No Data,My Kids R Stars Academy,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Gwen Crews,No Data,No Data,juniorversityonline@gmail.com,No Data,Juniorversity,Compton
No Data,High Schools (Private),Information Redacted,N,N,Gary d,No Data,No Data,No Data,No Data,King-Chavez Foundations School,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Glenn Ervin,No Data,No Data,No Data,No Data,Good Habits Foundation School,Compton
No Data,K-12 Schools (Private),No Data,N,N,Zakiyah Islam,No Data,No Data,zakiyah01islam@gmail.com,No Data,World Literacy Academy,No Data
No Data,Kindergartens (Private),Information Redacted,N,N,John Tait,No Data,No Data,jetj123@yaoo.com,No Data,"Children ""R"" Us",Compton
No Data,K-12 Schools (Private),Information Redacted,N,N,C.E. EDWARD,No Data,No Data,academie.admin@mac.com,No Data,Académie des Autodidactes,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Dimitriea Calhoun,No Data,No Data,dimitriea@letusinc.org,No Data,Liberty,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Phyllis Sims,No Data,No Data,bigraysway@aol.com,No Data,Sims Home School,Compton
No Data,K-12 Schools (Private),Information Redacted,N,N,Andrea Thompson,No Data,No Data,andrealove.thompson@yahoo.com,No Data,Seeds of Harvest,Gardena
No Data,Kindergartens (Private),Information Redacted,N,N,Exie Angeletti,No Data,No Data,No Data,No Data,Angeletti School of Achievement,Compton
No Data,K-12 Schools (Private),Information Redacted,N,N,Millicent Wanzo,No Data,No Data,m.wanzo@progressiveachievementcenter.com,No Data,Progressive Achievement Center,East Rancho Dominguez
No Data,Kindergartens (Private),Information Redacted,N,N,Mearia Tarver,No Data,No Data,No Data,No Data,"Children ""R"" Us",East Rancho Dominguez
No Data,Elementary School (Private),1300 E. Palmer St.,N,N,Carolyn Dowell,No Data,No Data,cdowell@optimalschools.org,No Data,OPTIMAL CHRISTIAN ACADEMY,Compton
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,ZION CHRISTIAN ACADEMY,Compton
No Data,Elementary School (Private),Information Redacted,N,N,John Tait,No Data,No Data,jetj123@yahoo.com,No Data,"Children ""R"" Us",Compton
No Data,K-12 Schools (Private),403 South Santa Fe Ave.,N,N,Mary Martin,No Data,No Data,lois.martin@ekomulti.com,No Data,Eko Multi-Purpose Center,Compton
No Data,High Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,QUEEN OF ANGELS ACADEMY,Compton
No Data,Elementary School (Private),601 East Palmer St.,N,N,Yvonne Wilcox,No Data,No Data,ywilcox@ourladyofvictorycatholicschool.org,No Data,Our Lady of Victory Catholic School,Compton
No Data,Elementary School (Private),804 East Compton Blvd.,N,N,Tina Johnson,No Data,No Data,TJohnson@la-archdiocese.org,No Data,St. Albert the Great Elementary School,Rancho Dominguez
No Data,Elementary School (Private),Information Redacted,N,N,Anthony Wells,No Data,No Data,ob2009@live.com,No Data,Christian New Life Academy,Los Angeles
No Data,K-12 Schools (Private),846 East El Segundo Blvd.,N,N,Carol Todd,No Data,No Data,ctodd@laadventistacademy.com,No Data,Los Angeles Adventist Academy,Los Angeles
No Data,Elementary School (Private),Information Redacted,N,N,Avernell Helton,No Data,No Data,No Data,No Data,Redeemer Alternative School,Los Angeles
No Data,Elementary School (Private),Information Redacted,N,N,Paul Booker,No Data,No Data,No Data,No Data,Christian Foundation School,Compton
No Data,K-12 Schools (Private),Information Redacted,N,N,Bertha James,No Data,No Data,No Data,No Data,James Academics and Development Corporation,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Rhonda Webb,No Data,No Data,No Data,No Data,"Multi-Cultural Center, A Private School K-6",Compton
No Data,Elementary School (Private),Information Redacted,N,N,Lonnie Dawson,No Data,No Data,No Data,No Data,New Mt. Calvary Christian School,Los Angeles
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,REVIVAL TIME CHRISTIAN ACADEMY,Compton
No Data,Kindergartens (Private),15208 South Avalon Blvd,N,N,Monique Fordham,No Data,No Data,wonderlandangels2017@gmail.com,No Data,Wonderland Angels Early Learning Center,Compton
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,MCNAIR CHRISTIAN ACADEMY,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Jhon Tait,No Data,No Data,jetj123@yahoo.com,No Data,Children R US,East Rancho Dominguez
No Data,Elementary School (Private),531 W Tichenor St.,N,N,Mwalimu Donna Evans,No Data,No Data,mandelalearningvillage@gmail.com,No Data,Mandela Children's Learning Village,Compton
No Data,K-12 Schools (Private),5005 Venice Blvd,N,N,No Data,No Data,No Data,No Data,No Data,Red Star,Los Angeles
No Data,K-12 Schools (Private),Information Redacted,N,N,Cecilia Freeman,No Data,No Data,No Data,No Data,Freeman Enrichment Center,Torrance
No Data,Elementary School (Private),Information Redacted,N,N,Patrina O'Neal,No Data,No Data,No Data,No Data,God's Little Angels,Compton
No Data,K-12 Schools (Private),2201 E 118Th St.,N,N,Faaidah Ameen,No Data,No Data,kinshipedu@aol.com,No Data,Los Angeles Computer Science Academy,Los Angeles
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,COMMUNITIES IN SCHOOLS OF SOUT,Compton
No Data,Elementary School (Private),Information Redacted,N,N,Carl Johnson,No Data,No Data,No Data,No Data,New Beginnings Academy,Compton
12808,Elementary Schools (Public),16333 Cedarlane Dr.,N,Y,Kim Lee,(626) 933-8002,No Data,kimlee@hlpusd.k12.ca.us,Not Virtual,Cedarlane Academy,Hacienda Heights
13034,Special Education Schools (Public),15151 Palm Ave.,N,Y,Mayra Helguera,(626) 933-6507,No Data,mhelguera@hlpusd.k12.ca.us,Not Virtual,Palm Canyon,Hacienda Heights
No Data,K-12 Schools (Private),1363 N. Hacienda Blvd.,N,N,Christopher Docazal,(626) 626-6445,No Data,cdocazal@progresslearningcenter.org,Primarily Classroom,Progress Learning Center,La Puente
09143,Alternative Schools of Choice,15430 Shadybend Dr.,N,Y,Joaquin Martinez,(626) 933-3401,No Data,jlmartinez@hlpusd.k12.ca.us,Not Virtual,Puente Hills High,Hacienda Heights
13247,Adult Education Centers,14101 East Nelson Ave.,Y,Y,Gregory Buckner,(625) 933-3916,No Data,gbuckner@hlpusd.k12.ca.us,Not Virtual,Hacienda La Puente Adult Education,La Puente
02049,High Schools (Public),15615 East Nelson Ave.,N,Y,Lisa Lopez,(626) 934-6701,No Data,lcarrera@hlpusd.k12.ca.us,Not Virtual,La Puente High,La Puente
02053,High Schools (Public),15325 East Los Robles Ave.,N,Y,Jeffrey Hess,(626) 934-5401,No Data,jhess@hlpusd.k12.ca.us,Not Virtual,Los Altos High,Hacienda Heights
02069,Continuation High Schools,15430 Shadybend Dr.,N,Y,Joaquin Martinez,(626) 933-3402,No Data,jlmartinez@hlpusd.k12.ca.us,Not Virtual,Valley Alternative High (Continuation),Hacienda Heights
02072,High Schools (Public),16455 Wedgeworth Dr.,N,Y,Danielle Kenfield,(626) 934-4401,No Data,dkenfield@hlpusd.k12.ca.us,Not Virtual,Glen A. Wilson High,Hacienda Heights
02074,High Schools (Public),16303 East Temple Ave.,N,Y,Timothy Espinosa,(626) 933-8802,No Data,tespinosa@hlpusd.k12.ca.us,Not Virtual,William Workman High,City Of Industry
13594,Adult Education Centers,1600 Pontenova Ave.,N,Y,Elbia Sarabia,(626) 933-8302,No Data,esarabia@hlpusd.k12.ca.us,Not Virtual,Dibble Adult,Hacienda Heights
13455,Adult Education Centers,14101 East Nelson Ave.,N,Y,Micah Goins,(626) 934-2910,No Data,pgoins@hlpusd.k12.ca.us,Not Virtual,Willow Adult,La Puente
No Data,Alternative Schools of Choice,15959 Gale Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Hacienda La Puente Unified Alternative,La Puente
08113,K-12 Schools (Public),"1150 Foothill Blvd., Ste. A",Y,Y,Traci Nobles-Johnson,No Data,No Data,No Data,No Data,Opportunities for Learning-Hacienda La Puente,La Canada
11282,District Community Day Schools,15430 Shadybend Dr.,N,Y,Joaquin Martinez,(626) 933-3402,No Data,jlmartinez@hlpusd.k12.ca.us,Not Virtual,Valley Community Day,Hacienda Heights
No Data,Elementary Schools (Public),1000 N. California Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Amar Elementary,La Puente
02036,Elementary Schools (Public),1616 Griffith Ave.,N,Y,Kelly Arena,(626) 933-3702,No Data,karena@hlpusd.k12.ca.us,Not Virtual,Baldwin Academy,La Puente
02037,Elementary Schools (Public),16446 Wedgeworth Dr.,N,Y,Shawn Harrington,(626) 933-8202,No Data,sharrington@hlpusd.k12.ca.us,Not Virtual,Bixby Elementary,Hacienda Heights
02038,Elementary Schools (Public),1111 California Ave.,N,Y,Yesenia De La Pena,(626) 933-5202,No Data,ydelapena@hlpusd.k12.ca.us,Not Virtual,California Elementary,La Puente
02039,Intermediate/Middle Schools (Public),16333 Cedarlane Dr.,N,Y,Janine Ezaki,No Data,No Data,jezaki@hlpusd.k12.ca.us,No Data,Cedarlane Middle,Hacienda Heights
02040,Elementary Schools (Public),801 North Del Valle St.,N,Y,Collin Miller,(626) 933-4101,No Data,cmiller@hlpusd.k12.ca.us,Not Virtual,Del Valle Elementary,La Puente
No Data,Elementary Schools (Public),1600 Pontenova Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Dibble Elementary,Hacienda Heights
07159,Elementary Schools (Public),15540 Fairgrove Ave.,N,Y,Sherri Franson,(626) 933-8502,No Data,sfranson@hlpusd.k12.ca.us,Not Virtual,Fairgrove Academy,La Puente
No Data,Elementary Schools (Public),1110 Fickewirth Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Fairgrove Elementary,La Puente
02043,Elementary Schools (Public),16234 Folger St.,N,Y,Ken Quon,No Data,No Data,kquon@hlpusd.k12.ca.us,No Data,Glenelder Elementary,Hacienda Heights
02046,Elementary Schools (Public),2850 Leopold Ave.,N,Y,Amy Moss,(626) 933-8102,No Data,amoss@hlpusd.k12.ca.us,Not Virtual,Grazide Elementary,Hacienda Heights
No Data,Elementary Schools (Public),1234 Valencia Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Hillgrove Elementary,Hacienda Heights
No Data,Elementary Schools (Public),15839 E Rowland St.,N,Y,No Data,No Data,No Data,No Data,No Data,Hudson Elem.,La Puente
02048,Elementary Schools (Public),1925 South Kwis Ave.,N,Y,Vivienne Thomas,(626) 933-2102,No Data,vthomas@hlpusd.org,Not Virtual,Kwis Elementary,Hacienda Heights
No Data,Special Education Schools (Public),15444 Regalado,N,Y,No Data,No Data,No Data,No Data,No Data,La Subida Elementary,La Puente
02051,Elementary Schools (Public),14333 Lassalette St.,N,Y,Lisa Mannino,(626) 933-3001,No Data,lmannino@hlpusd.k12.ca.us,Not Virtual,Lassalette,La Puente
02052,Elementary Schools (Public),15565 Los Altos Dr.,N,Y,Shawn Harrington,(626) 933-2302,No Data,sharrington@hlpusd.org,Not Virtual,Los Altos Elementary,Hacienda Heights
02054,Elementary Schools (Public),3112 Las Marias Ave.,N,Y,Erika Terrazas,(626) 933-2202,No Data,eterrazas@hlpusd.k12.ca.us,Not Virtual,Los Molinos Elementary,Hacienda Heights
02055,Elementary Schools (Public),1530 South Ridley Ave.,N,Y,Vivienne Thomas,(626) 933-7202,No Data,vthomas@hlpusd.k12.ca.us,Not Virtual,Los Robles Academy,Hacienda Heights
02056,Elementary Schools (Public),16060 Mesa Robles Dr.,N,Y,Octavio Perez,(626) 933-6002,No Data,oaperez@hlpusd.k12.ca.us,Not Virtual,Mesa Robles,Hacienda Heights
02057,Elementary Schools (Public),330 North California Ave.,N,Y,Marci Chavez,(626) 933-8402,No Data,mrojas@hlpusd.k12.ca.us,Not Virtual,Nelson Elementary,La Puente
02058,Intermediate/Middle Schools (Public),15616 Newton St.,N,Y,Ann Hanson,(626) 933-2402,No Data,ahanson@hlpusd.k12.ca.us,Not Virtual,Newton Middle,Hacienda Heights
02059,Intermediate/Middle Schools (Public),14505 Orange Grove Ave.,N,Y,Elizabeth Kane,(626) 933-7001,No Data,ekane@hlpusd.k12.ca.us,Not Virtual,Orange Grove Middle,Hacienda Heights
02060,Elementary Schools (Public),14740 East Palm Ave.,N,Y,Sandy Carbajal,(626) 933-7402,No Data,seruiz@hlpusd.k12.ca.us,Not Virtual,Palm Elementary,Hacienda Heights
02061,Elementary Schools (Public),15430 Shadybend Dr.,N,Y,Arlene Gallego,No Data,No Data,agallego@hlpusd.k12.ca.us,No Data,Shadybend Elementary,Hacienda Heights
02062,Intermediate/Middle Schools (Public),15801 Sierra Vista Ct.,N,Y,Seokhoon Yi,(626) 933-4001,No Data,seokyi@hlpusd.k12.ca.us,Not Virtual,Sierra Vista Middle,La Puente
02063,Elementary Schools (Public),15151 East Temple Ave.,N,Y,Gilbert Barraza,(626) 933-5102,No Data,gbarraza@hlpusd.k12.ca.us,Not Virtual,Sparks Elementary,La Puente
